,Address,Latitude,Longitude,X,Y,Distance from center
126,"Phường 14, Quận 4, Thành phố Hồ Chí Minh, 8408",10.75868399274222,106.7106775984596,687057.385186285,1189818.6156358821,2381.1761799580026
127,"Nguyễn Tất Thành, Phường 18, Quận 4, Thành phố Hồ Chí Minh, 8408",10.758653704264352,106.7161630140258,687657.385186285,1189818.6156358821,2861.81760425073
128,"Kênh Tẻ, Nguyễn Văn Cừ, Phường 2, Quận 5, Thành phố Hồ Chí Minh, 756912",10.758623318932932,106.72164841321002,688257.385186285,1189818.6156358821,3380.8283008753024
129,"Lưu Trọng Lư, Phường Tân Thuận Tây, Phường Tân Thuận Đông, Quận 7, Thành phố Hồ Chí Minh, 8408",10.758592836749333,106.72713379595999,688857.385186285,1189818.6156358821,3923.009049186528
130,"Bến Nghé, Phường Tân Thuận Đông, Quận 7, Thành phố Hồ Chí Minh, 8408",10.758562257714932,106.7326191622234,689457.385186285,1189818.6156358821,4479.955356920355
131,"Đường số 10, KCX Tân Thuận, Phường Tân Thuận Đông, Quận 7, Thành phố Hồ Chí Minh, 8408",10.758531581831118,106.73810451194797,690057.385186285,1189818.6156358821,5046.781152378156
132,"Đường só 14, KCX Tân Thuận, Phường Tân Thuận Đông, Quận 7, Thành phố Hồ Chí Minh, 8408",10.758500809099269,106.7435898450814,690657.385186285,1189818.6156358821,5620.498198558504
133,"Mầm non 10, 240, Đường Lạc Long Quân, Phường 10, Quận 11, Thành phố Hồ Chí Minh, 750510",10.763751960408374,106.64213397340478,679557.385186285,1190338.2308781527,5793.96237474838
134,"Đường số 2, Cư Xá Bình Thới, Phường 8, Quận 11, Thành phố Hồ Chí Minh, 70000000",10.76372286972647,106.64761967419223,680157.385186285,1190338.2308781527,5204.805471869231
135,"Hẻm 16 Tuệ Tĩnh, Phường 13, Quận 11, Thành phố Hồ Chí Minh, 70000000",10.763693682130942,106.65310535925026,680757.385186285,1190338.2308781527,4618.4412955021835
136,"Nhà sách Phương Nam, Đường 3 Tháng 2, Phường 13, Quận 11, Thành phố Hồ Chí Minh, 848",10.763664397623112,106.65859102852657,681357.385186285,1190338.2308781527,4036.0872141220993
137,"Đường Nhật Tảo, Phường 6, Quận 10, Thành phố Hồ Chí Minh, 848",10.7636350162043,106.66407668196884,681957.385186285,1190338.2308781527,3459.768778401223
138,"Hẻm 211/11 Vĩnh Viễn, Phường 4, Quận 10, Thành phố Hồ Chí Minh, 848",10.763605537875836,106.66956231952477,682557.385186285,1190338.2308781527,2893.0952282978674
